Node,Type,Value,HE 1,HE 2,HE 3,HE 4,HE 5,HE 6,HE 7,HE 8,HE 9,HE 10,HE 11,HE 12,HE 13,HE 14,HE 15,HE 16,HE 17,HE 18,HE 19,HE 20,HE 21,HE 22,HE 23,HE 24
LZ_HOUSTON,LZ,,17.2975,14.425,14.1575,14.355,16.0925,16.9125,16,12.77,11.7275,18.94,19.26,17.0575,18.4125,19.2425,20.1575,20.46,20.3975,21.065,24.8,70.08,25.0225,20.1325,19.105,15.7425
LZ_HOUSTON,LZ,,11.1375,10.1875,14.2625,15.1225,16.5825,19.035,29.275,22.72,21.345,21.665,21.2575,23.4425,26.4175,25.305,31.4525,24.7425,21.475,22.5575,22.7,30.52,37.7625,39.2125,28.405,21.045
LZ_HOUSTON,LZ,,19.1925,18.5775,18.1525,17.9625,18.515,19.205,22.2275,24.0775,20.815,25.4525,29.0025,30.5575,30.385,41.185,36.7825,34.3175,29.96,35.825,24.135,33.94,31.5325,20.385,18.71,16.5325
LZ_HOUSTON,LZ,,14.76,12.755,2.365,-0.01,2.0725,14.7375,18.765,19.665,20.11,41.28,25.4125,19.6275,18.71,18.175,19.64,19.6325,21.1225,20.2675,17.6875,18.23,19.505,16.47,14.9225,5.8425
LZ_HOUSTON,LZ,,6.9725,2.61,2.235,8.465,12.2025,14.5,18.09,19.655,19.775,20.1225,19.835,20.05,22.6625,20.535,19.495,18.855,18.6875,19.12,21.475,20.91,20.19,19.81,20.1375,18.8325
LZ_HOUSTON,LZ,,18.325,9.38,10.4275,6.565,5.4725,6.75,15.5025,17.5375,19.5475,20.1975,19.985,25.895,21.035,26.2925,29.2475,47.415,42.105,59.0825,93.8625,462.48,58.6175,23.165,20.485,18.3875
LZ_HOUSTON,LZ,,18.2525,18.2675,18.94,20.2525,19.215,18.7075,21.31,20.945,20.8225,25.845,25.575,27.39,29.2425,28.43,32.485,35.5225,39.66,36.4125,31.635,29.205,27.0525,21.6875,19.4175,17.53
LZ_HOUSTON,LZ,,15.8725,13.72,13.31,13.7325,16.9325,18.2475,27.6275,23.99,25.6925,27.8525,25.28,21.1825,20.32,20.055,20.9025,21.7325,23.8875,20.795,19.265,20.0625,19.535,18.3725,17.105,8.175
LZ_HOUSTON,LZ,,13.635,11.37,7.2575,4.375,3.0675,9.3075,18.5075,18.765,19.215,16.5675,17.0125,17.8925,18.635,19.065,19.755,21,22.0025,21.795,21.475,20.3275,21.3625,19.135,15.3325,7.5
LZ_HOUSTON,LZ,,6.775,15.62,10.105,8.31,5.09,15.4375,18.48,18.7075,18.705,18.1775,18.17,18.99,18.6475,18.6975,19.105,19.6975,20.255,19.73,19.62,19.4675,20.985,20.1625,21.0325,14.215
LZ_HOUSTON,LZ,,8.2,4.8125,-0.095,1.46,3.33,14.485,18.76,19.45,20.215,19.27,18.6225,19.76,20.76,27.485,29.5175,24.71,23.335,22.1075,23.5975,26.29,29.3,25.03,12.545,17.145
LZ_HOUSTON,LZ,,16.92,12.975,3.7275,2.535,8.6325,8.2175,8.9675,10.6375,17.2075,18.6975,19.0625,20.475,20.04,19.6975,19.255,18.3075,17.4425,16.885,16.94,17.9025,19.4075,20.7325,21.6825,20.9375
LZ_HOUSTON,LZ,,19.3325,18.5725,18.7475,19.3125,18.5075,18.465,19.2025,20.5575,24.95,20.86,20.825,20.925,21.7875,21.5,20.87,20.46,20.145,20.3025,20.51,83.0075,35.49,27.715,34.2025,31.74
LZ_HOUSTON,LZ,,28.415,27.135,27.07,28.13,31.8125,26.9675,34.8,31.23,31.0025,26.975,27.725,24.66,23.0725,20.3375,19.86,19.58,19.85,20.4475,21.9125,40.92,90.96,26.49,22.6925,17.87
LZ_HOUSTON,LZ,,19.2075,19.035,17.8175,18.1375,20.0325,22.11,37.835,35.6425,20.6975,21.105,18.865,18.8375,19.1175,20.9525,39.32,27.1975,21.01,19.4175,19.1125,36.7525,25.55,19.7675,18.96,20.41
LZ_HOUSTON,LZ,,17.8675,14.9375,14.34,16.2725,17.8825,22.435,62.3725,31.4375,21.405,19.6125,20.365,21.2175,22.0725,21.2375,18.9375,18.5175,18.3525,18.695,16.58,18.3525,18.8775,17.6275,16.5175,9.6025
LZ_HOUSTON,LZ,,12.48,15.4075,17.1875,17.325,17.3175,15.7375,18.1575,18.7025,18.7975,18.77,19.0225,22.0475,20.12,24.75,24.6925,28.16,35.5325,33.695,120.0975,37.89,43.1125,24.9675,26.465,18.775
LZ_HOUSTON,LZ,,18.0325,16.36,14.845,14.205,15.4175,16.8525,18.4925,19.1325,19.2575,20.185,22.475,19.8675,19.865,20.0725,20.3925,20.465,20.4975,20.38,19.19,19.0975,18.6125,16.5525,16.07,8.045
LZ_HOUSTON,LZ,,1.9175,5.84,13.6325,18.0275,20.14,20.32,19.43,20.4325,20.735,90.3375,32.8275,27.8725,23.025,26.4825,27.3825,33.14,45.605,76.8425,26.855,26.5275,21.945,19.255,17.6725,15.945
LZ_HOUSTON,LZ,,14.6075,11.1,12.025,13.6425,12.075,13.5775,16.13,16.895,17.1725,17.6,18.8175,19.4,19.9725,19.225,18.0825,18.42,19.0975,19.695,22.5475,28.4775,29.6925,21.485,19.4875,18.5125
LZ_HOUSTON,LZ,,19.4275,18.6325,18.9975,19.8275,23.3975,36.215,44.9075,25.505,27.1,32.7125,32.6375,33.0125,29.3025,33.4025,35.5975,51.3425,100.1475,141.9,114.82,69.6725,53.8975,27.405,21.4275,18.1675
LZ_HOUSTON,LZ,,16.91,14.165,10.485,9.655,11.7825,15.655,18.48,18.5825,18.44,24.0525,27.0725,30.085,29.845,29.025,38.2175,39.275,113.8625,89.53,42.36,35.62,28.115,21.5375,18.485,16.615
LZ_HOUSTON,LZ,,15.4475,3.4025,-0.6575,-0.8475,-0.8375,7.1175,17.0225,16.215,15.9775,17.9625,19.6775,20.82,20.44,23.415,24.935,27.455,38.275,30.06,27.5675,23.4375,24.9325,20.6875,18.985,18.0875
LZ_HOUSTON,LZ,,19.2275,17.7225,16.3075,17.255,17.1525,19.895,41.3125,25.0175,22.07,19.5325,20.2975,22.0675,21.3225,21.58,21.1,23.51,26.825,29.49,30.225,40.3075,190.4925,27.99,31.475,21.535
LZ_HOUSTON,LZ,,19.215,17.7825,18.1025,17.575,17.18,17.2775,19.405,19.7075,20.96,20.4725,19.41,19.4575,19.1075,18.9675,18.96,19.1375,19.09,19.085,18.565,19.1275,22.46,19.9225,18.8675,17.4025
LZ_HOUSTON,LZ,,17.8825,15.9525,16.3275,16.0825,16.925,18.61,22.0925,17.09,17.6825,18.91,19.8025,22.7075,22.0975,22.705,27.175,20.0075,17.025,17.92,20.775,18.3275,18.1875,18.465,19.985,19.3175
